Rainfall_24h_mm,Rainfall_3Day_mm,Rainfall_7Day_mm,Slope_Angle_deg,Elevation_m,Aspect_deg,Soil_Saturation,Vegetation_Cover,NDVI_Index,Distance_to_Water_m,Distance_to_Road_m,Temperature_C,Humidity_percent,Clay_Content_pct,Sand_Content_pct,Silt_Content_pct,Soil_Erosion_Rate_t_ha_yr,Pore_Water_Pressure_kPa,Soil_Moisture_Content,Earthquake_Activity,Landslide
227.754869,259.045901,379.517161,57.519412,1501.891077,348.68391,0.379852,0.39175,0.365993,47.47526,313.733046,25.995536,100.0,40.795859,37.325081,19.908595,3.97439,116.412647,0.229179,0.2264,1
100.099093,238.507768,525.4794,18.397821,1192.569729,267.176233,0.456151,0.263607,0.305925,264.224944,564.425787,23.387765,100.0,45.644099,47.052781,6.299432,12.12434,88.538986,0.267712,0.032827,0
123.101533,312.385401,433.836277,10.440848,872.825967,43.168871,0.467817,0.560329,0.637536,149.968451,12.215917,23.393836,100.0,22.134895,53.070666,24.382639,2.155006,161.936634,0.293047,0.51283,0
72.120478,92.137016,257.719552,46.442751,1455.195486,290.65532,0.280906,0.448198,0.397105,54.146413,154.710506,23.575937,100.0,29.389169,35.426886,29.759134,0.0,83.271778,0.207978,1.411955,0
1.980405,24.07794,386.320328,53.456983,2169.241615,233.096055,0.37119,0.534906,0.637362,34.765886,452.830927,19.749821,100.0,43.262568,33.233851,21.148848,4.421715,114.740108,0.257517,1.374591,0
81.937091,138.798356,336.584045,20.296235,1058.705224,121.977474,0.36805,0.693509,0.6852,116.225145,236.077385,31.9982,100.0,12.552875,34.568005,56.93733,4.205815,89.867901,0.179025,0.221086,0
55.469818,116.301466,212.425029,16.114846,958.380044,318.250998,0.201362,0.659619,0.623896,203.460785,1009.631976,21.380121,100.0,52.262979,41.264632,5.0,4.439862,67.121265,0.154362,0.255919,0
53.19696,106.670954,364.410388,15.217137,985.313542,203.604008,0.32596,0.571828,0.519113,38.048419,100.328597,25.920097,100.0,44.68775,61.488662,5.0,1.233798,85.905694,0.19561,0.70065,0
42.833246,105.529555,159.532018,33.710677,1555.21475,307.054055,0.123404,0.598473,0.701083,177.147466,197.033847,25.829278,100.0,36.590777,72.796645,5.0,11.178068,29.298121,0.171815,0.613447,0
53.196466,117.318214,210.324725,30.762915,600.401132,241.240949,0.320429,0.820575,0.686823,437.388853,293.417024,9.844702,100.0,25.153903,67.583833,5.072306,7.600523,86.08225,0.19797,1.75806,0
35.841079,141.203505,199.474983,19.269191,760.84122,103.865797,0.169656,0.509303,0.487971,46.302644,228.346275,17.703951,100.0,17.411567,55.055859,28.176864,4.049493,63.074059,0.151255,0.093116,0
114.58497,162.285446,454.102364,7.484521,131.278525,351.006731,0.361782,0.620015,0.622165,321.692678,30.848418,25.953738,100.0,39.38747,21.645504,35.388338,3.693069,91.91976,0.220713,1.802119,0
24.351673,107.94875,353.573828,31.482024,308.066069,205.561997,0.293167,0.547243,0.655473,191.762773,8.864087,31.331008,100.0,48.744673,41.479975,12.126797,14.539959,72.108502,0.252432,0.071233,0
207.137903,308.589929,580.481658,57.763279,641.099999,186.031887,0.613973,0.536042,0.604164,394.00174,419.283648,25.06088,100.0,36.07602,32.153057,33.924657,9.519551,142.03466,0.162343,0.076722,1
107.451324,182.206267,403.814177,40.888556,872.031503,145.263466,0.51018,0.726809,0.75768,81.975439,245.912606,27.985,100.0,39.069612,35.810129,26.87993,6.634698,138.28599,0.280717,1.948186,0
137.618232,275.817305,688.424495,32.252861,1784.541663,49.083913,0.760264,0.455705,0.460299,194.804296,349.154263,17.327798,100.0,39.366322,65.842875,5.0,5.599568,155.064957,0.328151,0.404127,1
26.194685,282.123746,500.214001,11.088064,1167.996402,247.036637,0.546612,0.464004,0.438868,7.402646,263.964794,24.161997,100.0,33.959746,59.258271,6.846862,7.665748,126.686818,0.182692,2.241404,0
40.18574,70.359978,196.316195,18.883996,443.960745,155.087711,0.320423,0.640189,0.670839,41.783806,77.48612,16.941396,100.0,37.533493,51.552974,16.535001,4.15813,85.024223,0.139209,2.907577,0
69.853924,114.248537,213.508841,21.212567,536.009757,336.460504,0.276004,0.447979,0.334534,267.215109,207.917937,28.648533,100.0,48.865494,79.853051,5.0,1.125746,78.895339,0.122976,2.744096,0
64.488637,236.942605,452.913046,47.064195,1587.374342,347.434981,0.530536,0.677237,0.709942,287.145768,1108.061613,24.256953,100.0,38.308377,51.221761,15.271957,8.422404,128.753907,0.245102,0.290891,0
107.651705,233.694766,625.067191,53.219094,1463.305174,276.350708,0.675329,0.570685,0.557614,124.318787,132.870137,34.411941,100.0,33.53563,61.797079,5.0,10.552545,143.325757,0.275014,0.750005,1
64.703508,246.546168,315.845034,54.590302,914.074955,87.298115,0.295504,0.252154,0.163611,196.289524,515.928477,23.869249,100.0,23.228137,46.894884,31.566823,4.378748,72.218762,0.186423,0.16759,0
214.938316,379.698226,647.08278,59.151273,678.736767,257.752685,0.542456,0.443491,0.48984,96.549579,51.024116,14.526021,100.0,41.126309,41.171777,12.741617,13.261259,121.045811,0.309257,0.028749,1
26.755796,88.901331,254.441851,59.030168,1462.466418,7.35183,0.451491,0.576284,0.688055,190.681448,372.861865,25.966727,100.0,32.960072,70.492226,5.0,14.903933,100.910797,0.246396,1.350896,0
21.516791,290.446453,645.26746,57.414952,403.336437,297.504181,0.661013,0.073681,0.109259,458.628817,1.50378,21.243906,100.0,33.137185,25.46513,44.735538,12.298052,139.575957,0.276974,0.268045,0
38.442491,311.724627,359.558769,8.950218,1096.015199,177.702684,0.510804,0.56726,0.49667,327.791685,527.872155,29.711669,100.0,38.165572,12.204171,45.750994,7.815246,131.914004,0.268831,0.470471,0
53.287431,98.953587,622.778595,12.578644,2036.329495,337.226274,0.519363,0.331925,0.328857,456.887606,42.056839,19.632155,100.0,32.305761,22.622195,51.437884,4.349215,108.631809,0.292971,1.396051,0
146.454159,391.594564,555.622441,21.745659,1002.677841,135.993615,0.531724,0.738816,0.687125,146.078529,399.011289,31.503356,100.0,36.257328,30.69053,29.65745,7.111895,161.078877,0.325319,3.856987,0
86.079906,348.412512,388.271165,35.409404,512.19526,94.742498,0.292368,0.69112,0.798531,79.591325,83.354615,15.665407,100.0,34.154676,52.666775,14.222055,10.71391,93.146756,0.141293,1.185623,1
3.415021,329.045188,397.119514,10.333784,1105.184351,358.220282,0.502184,0.492859,0.624362,295.730975,551.171613,32.470976,100.0,28.157016,58.131369,10.54924,0.0,138.325247,0.341189,0.170452,0
57.575715,224.673935,794.325466,51.518833,664.99564,191.044034,0.713728,0.626833,0.582788,269.225963,238.40432,15.76501,100.0,41.76856,25.44503,36.488935,5.904435,131.664037,0.338274,0.01858,0
44.342755,124.145331,390.747919,38.92159,202.942078,310.745715,0.376708,0.556741,0.531092,247.471995,233.231624,19.273818,100.0,10.0,28.280329,60.0,2.413897,97.329814,0.219025,0.029749,1
59.006766,117.811413,269.032762,34.830042,1250.518013,327.980579,0.524258,0.709883,0.785428,33.517462,47.770396,28.074741,100.0,38.478866,30.944299,29.395333,2.885234,122.126211,0.228362,1.736076,0
53.319555,133.142682,783.145434,14.092123,1458.9172,186.648737,0.832302,0.160588,0.254586,100.099998,37.346246,36.848116,100.0,20.788197,38.759384,45.105535,5.303866,174.168672,0.305194,0.009028,0
193.314974,227.775737,439.775356,18.929051,744.546664,164.057013,0.539218,0.709586,0.725076,33.971881,156.387208,24.507136,100.0,44.655647,38.090197,18.048632,9.881941,117.271696,0.198349,0.530155,1
130.777318,271.087534,612.362288,13.817161,711.382163,199.038944,0.500297,0.617222,0.623121,184.567129,348.604322,15.57709,100.0,11.843902,43.85842,43.406254,2.488125,135.192382,0.344614,0.82922,0
40.324183,131.261096,218.101755,51.856324,419.217304,305.186221,0.1,0.645918,0.745758,87.210543,300.712138,9.97358,100.0,26.156306,22.927933,47.635266,0.0,70.559856,0.186706,0.668373,0
63.71526,92.390354,239.328728,37.132532,825.0322,347.277683,0.400493,0.430647,0.43848,63.738599,228.375638,29.713244,100.0,36.416735,20.861826,40.409314,10.043842,82.367878,0.251451,0.542792,0
49.641491,109.531548,319.162073,45.432119,618.815809,118.195959,0.14725,0.246179,0.364482,1251.402974,154.712332,33.886523,100.0,30.481136,24.123499,48.122936,7.059446,56.743402,0.1,0.443578,0
6.176148,238.083351,372.333143,21.281807,394.483657,265.906938,0.366325,0.733964,0.787161,183.430554,812.663234,30.557288,100.0,24.170718,38.70603,34.800698,2.326244,105.893642,0.203051,0.606535,0
42.052177,184.224557,593.721644,25.418895,1846.084415,102.734812,0.523499,0.227437,0.334827,192.638925,113.093458,25.010215,100.0,44.075306,18.487904,39.465941,0.451581,109.382966,0.189314,0.34633,0
42.577209,96.939399,358.402833,27.267023,1133.246408,219.943095,0.312128,0.823055,0.833982,492.570993,63.207829,19.415312,100.0,17.512974,23.58566,57.920075,5.802302,72.754764,0.158943,1.605419,0
34.510257,354.634771,422.371675,46.800823,1186.197554,289.724252,0.414921,0.513611,0.567005,435.784088,221.842703,27.07332,100.0,33.099094,46.205292,25.413591,2.330527,109.750605,0.146224,0.520945,0
40.936241,169.892337,328.058667,47.479414,1341.699784,319.135077,0.273278,0.565091,0.459298,12.581041,740.896508,26.09741,100.0,25.092729,61.518288,11.374657,3.759238,81.692599,0.155448,0.333051,0
50.488428,88.471212,189.691961,16.374744,1285.518108,161.537826,0.139637,0.539335,0.51712,834.815494,6.770811,35.862272,100.0,40.429115,44.220351,10.41261,7.433134,39.887261,0.111204,0.375296,0
91.562041,171.708371,437.354808,56.784637,693.445024,133.112046,0.49726,0.30812,0.415287,501.27564,6.866815,27.09911,100.0,25.646212,20.601694,49.932027,10.046548,97.084106,0.221688,0.032065,0
37.143765,63.949359,197.635142,11.636044,1036.276311,91.24258,0.374622,0.778869,0.708156,121.050151,398.251409,29.310072,100.0,32.064568,49.077497,20.282833,5.058504,111.192963,0.164828,0.433791,0
162.383083,431.017249,470.891607,54.286715,765.484758,48.030181,0.326632,0.721215,0.739211,110.014149,245.028641,23.277326,100.0,28.660624,28.840425,42.339914,13.449476,120.02909,0.186353,0.822754,1
26.446413,212.393351,449.70351,10.521761,1119.231812,131.370325,0.501803,0.644285,0.585991,21.24203,42.950991,18.070148,100.0,31.299448,60.452086,8.292763,0.0,100.899811,0.282104,0.606376,0
142.988904,199.335904,327.627009,19.54969,1070.845443,313.91201,0.432624,0.582026,0.687706,97.343,296.700202,23.751967,100.0,33.64675,44.894897,23.459583,10.081239,86.99915,0.29541,0.335544,0
80.621429,96.247129,543.453558,51.556319,708.66987,150.771426,0.606587,0.410296,0.364418,381.541972,411.582029,9.473254,100.0,32.453716,24.415793,39.530635,10.739905,85.783061,0.257358,0.150383,1
19.590893,203.462442,280.242271,14.872064,235.350639,114.22554,0.316084,0.499129,0.337338,895.394216,55.489863,23.872756,100.0,31.345477,39.928972,26.72212,7.78376,73.250413,0.220203,1.22996,0
49.374336,175.348782,281.653922,27.746236,973.118528,266.087608,0.279699,0.91452,0.869994,311.228656,1500.0,25.862978,100.0,24.321301,15.584517,58.785832,6.193375,60.685068,0.20655,3.060331,0
198.501638,440.650224,593.591568,29.742261,797.865256,77.61041,0.680411,0.406021,0.455641,479.674458,63.278222,20.628503,100.0,34.57579,40.782226,25.087752,8.870233,165.653285,0.335809,2.378998,1
202.454891,212.51954,458.734975,18.489244,100.0,92.263249,0.523454,0.805705,0.715892,36.070971,255.892938,26.119099,100.0,19.043112,33.749265,44.595228,10.24596,116.306458,0.307022,0.228171,0
93.554868,265.224692,626.892853,44.063486,1153.830884,336.927113,0.443429,0.45994,0.516817,507.036531,254.294032,30.436769,100.0,36.118804,71.621896,5.0,11.436959,92.648214,0.242593,3.817141,1
81.700551,180.33887,327.284065,51.823406,1382.671056,29.372289,0.356085,0.466812,0.430321,14.253228,201.350171,24.759122,100.0,31.829391,41.354879,25.200414,7.3426,103.615278,0.203189,1.210357,0
89.430149,498.533551,712.534808,53.101633,2164.178238,149.267225,0.711203,0.805199,0.627612,10.25007,97.889662,23.405934,100.0,10.0,38.960277,46.354444,11.100391,156.368606,0.35829,0.606832,0
48.292098,83.57552,134.640603,23.662718,704.401248,207.630429,0.105072,0.276629,0.325032,73.90676,36.780643,21.626738,83.227541,34.123937,10.0,54.317516,0.0,55.613559,0.21124,0.789982,0
28.133787,225.760638,333.110401,34.196772,630.644052,82.893858,0.358799,0.852533,0.813666,570.069382,36.931237,22.444148,100.0,50.680754,48.120162,5.0,0.0,82.107784,0.128697,0.460567,0
66.093933,240.768109,377.125607,18.662352,345.289485,101.164494,0.469711,0.952798,0.794436,5.0,43.373218,35.841981,100.0,30.918781,56.701247,8.899668,8.51767,128.399605,0.252747,0.508556,0
84.03759,112.245092,264.857112,18.463808,1004.320953,79.864331,0.242395,0.742263,0.665594,301.193761,121.516289,19.21926,100.0,33.97891,56.813562,5.0,6.28527,56.608785,0.142803,1.357108,0
96.861851,179.749727,465.277737,13.868973,1001.15909,124.266806,0.518785,0.570781,0.515753,204.559331,20.109237,20.180883,100.0,24.139539,36.019543,38.754758,6.640243,104.752606,0.207388,0.772316,0
93.981754,252.315767,842.466333,56.701046,494.351833,323.462072,0.717143,0.216542,0.375743,47.173267,160.6568,29.66573,100.0,58.107106,28.149735,11.631675,6.037237,171.748085,0.357188,0.578382,0
112.844567,169.412465,281.562906,53.839386,812.535059,155.371445,0.21566,0.31197,0.391036,5.0,93.274385,19.363874,100.0,56.686124,57.883569,5.0,1.230417,51.777976,0.139016,0.274694,1
257.857297,315.846059,580.663424,47.754729,100.0,150.418446,0.655123,0.853153,0.785835,253.969763,4.313533,29.26899,100.0,51.077308,36.611718,6.511015,16.106614,167.276402,0.284932,0.150546,1
78.554708,292.179028,700.335905,33.471384,1363.188374,139.169117,0.812685,0.703932,0.73075,63.443622,154.529295,18.37958,100.0,55.091011,37.421486,10.306085,8.697949,166.27002,0.380601,0.038096,0
156.375694,505.648389,901.011238,31.983435,514.66037,347.081662,0.747487,0.563786,0.605372,380.291985,85.802984,23.934095,100.0,22.306118,32.700037,42.633233,12.681084,170.177639,0.380893,0.103666,0
99.577277,300.711961,391.543296,34.136012,882.671824,42.227797,0.528114,0.508958,0.416866,1121.008566,166.935018,29.568976,100.0,18.037785,10.0,60.0,0.0,130.94875,0.210091,2.212773,0
276.875247,307.451579,688.434477,34.511241,186.653289,313.875152,0.683867,0.757442,0.706552,416.912867,133.58797,16.635233,100.0,60.0,24.863579,16.91248,15.008562,159.820387,0.32969,0.474435,0
69.831421,73.696636,144.031448,28.90097,608.8232,117.777984,0.1,0.451261,0.519053,912.426629,493.089958,28.39469,94.249758,30.229945,39.571121,35.09662,9.101931,25.740261,0.185258,0.5215,1
63.778864,103.921105,172.930543,12.246516,760.204423,344.344173,0.103496,0.724527,0.66564,102.89272,129.536,29.403844,92.315845,22.887619,47.593947,30.244221,6.243047,45.336495,0.124282,0.02141,0
149.39551,319.887054,513.914908,11.911512,894.354577,113.481809,0.597654,0.381417,0.460423,184.49789,756.689335,22.406185,100.0,37.100328,37.504787,23.425241,6.418838,145.920699,0.283634,0.036491,0
149.53086,334.672846,470.278842,57.373734,1139.866258,29.834771,0.337342,0.277895,0.407239,21.259679,537.114241,31.686259,100.0,19.702634,46.622302,35.576207,6.692447,87.539064,0.188718,0.533179,1
51.795425,128.443305,598.237659,31.511692,1619.537542,187.215078,0.546646,0.624898,0.601813,164.558824,135.543948,22.961167,100.0,34.908655,10.593756,47.966198,7.268174,126.404432,0.170603,2.304051,1
96.860051,136.426646,174.934434,57.426304,1266.355471,82.031609,0.240559,0.68764,0.7892,196.640121,254.901309,23.38083,100.0,22.913081,22.7268,57.109255,6.212854,80.871402,0.1,1.550386,1
113.702195,196.037353,391.916765,13.996728,1381.082272,271.076334,0.477931,0.358159,0.461092,466.856956,116.215149,28.292128,100.0,41.961731,74.841042,5.0,8.185282,115.563179,0.2953,0.047703,0
108.998223,128.535714,473.759717,35.49291,1623.052055,236.630023,0.521164,0.37687,0.461117,57.977757,358.860569,31.403785,100.0,22.395307,49.309856,24.686018,4.894814,115.306608,0.361567,1.650394,0
89.536985,221.74551,257.092259,16.424449,1184.853941,247.128897,0.475384,0.369539,0.359165,292.366765,416.677896,7.039752,100.0,18.963056,59.668695,20.57827,3.882629,115.207169,0.326311,0.140307,0
10.254511,131.756009,273.813347,18.925153,881.646402,69.656216,0.251161,0.796647,0.736691,23.679367,523.493518,11.503367,100.0,21.662229,33.653053,44.946824,0.0,61.651091,0.263565,0.042841,1
110.180013,147.377801,486.598364,6.653002,1404.555953,255.106895,0.523469,0.73476,0.761229,143.071508,266.804886,16.272939,100.0,35.698179,54.497135,8.635392,4.627671,115.222352,0.24765,1.046384,0
114.001772,317.603799,500.452138,11.542432,1436.504643,112.07917,0.570646,0.286622,0.386077,8.748185,1.520432,27.742191,100.0,25.206984,53.872786,20.53335,5.309553,162.373932,0.272943,0.042616,0
92.321921,201.028515,383.787159,55.426662,1224.282919,359.52265,0.497462,0.069555,0.162842,5.0,44.786487,25.320611,100.0,41.673454,72.502769,5.0,12.720644,70.783266,0.194466,0.956667,1
47.034053,99.481588,461.86937,22.684315,172.686201,263.436359,0.597716,0.171957,0.299476,43.322464,462.935854,12.697602,100.0,31.647034,45.129648,21.315766,4.780312,104.517061,0.236692,0.695722,0
184.733791,320.83494,572.761933,38.447107,479.269923,212.548143,0.543441,0.804032,0.749967,667.236011,199.498226,35.638115,100.0,38.754772,21.26457,48.696801,0.0,121.78036,0.308525,0.156478,1
27.604796,429.923839,538.46943,30.575777,762.572948,312.162401,0.622847,0.7406,0.816149,29.950722,1027.431024,27.414809,100.0,21.613179,25.777833,52.952505,14.333838,141.803373,0.263382,0.10744,0
151.487588,172.425434,694.141842,27.024818,1289.81051,212.152212,0.597435,0.752162,0.737461,338.308043,207.681953,22.447842,100.0,30.195175,42.872386,19.16182,4.846593,109.545454,0.262147,0.216236,0
27.254975,449.197851,613.069958,34.253735,889.32679,198.989952,0.61334,0.316901,0.464868,256.830902,118.263802,27.017653,100.0,31.679722,10.0,56.564659,0.0,158.869179,0.279378,0.523502,0
138.314083,246.046462,312.624656,15.298142,1468.434317,85.433617,0.415856,0.483164,0.385028,182.945533,217.269841,22.131354,100.0,23.096094,44.609246,30.964285,10.37541,125.114777,0.2713,0.383435,0
28.505725,188.405765,377.91692,59.373214,1557.618314,244.120318,0.518768,0.655721,0.660293,328.957053,40.720886,30.552159,100.0,26.525624,46.995914,31.340177,9.828267,111.159959,0.262311,1.84001,0
132.513695,301.17853,475.478433,50.006933,1499.585234,134.871994,0.561179,0.249408,0.378524,69.032923,156.662948,32.094694,100.0,36.400457,61.703454,6.267242,7.016063,158.396759,0.247013,0.476366,1
214.055441,267.951585,513.95873,45.788805,1502.770282,15.509746,0.54592,0.57503,0.627053,41.920239,561.763225,33.404245,100.0,13.341137,10.0,60.0,5.191439,156.582234,0.271988,0.222514,1
214.630109,289.907182,564.311186,30.781761,381.503048,293.782247,0.571716,0.788904,0.77796,124.383269,79.2364,26.921153,100.0,27.068672,20.236785,49.239717,10.069225,147.12446,0.325018,0.122975,0
182.490292,441.705501,495.483208,13.408242,1141.31775,18.67434,0.57604,0.460231,0.53474,5.0,18.334848,24.66803,100.0,30.624326,39.857311,30.167297,5.409916,144.311217,0.25137,0.609288,1
69.49058,361.133992,515.244029,55.636622,596.23548,242.028044,0.756879,0.849501,0.824131,81.906709,78.006462,30.208873,100.0,17.738227,37.306498,42.273609,7.315768,149.219524,0.295957,0.274213,1
40.32401,131.489968,384.616702,23.776289,100.0,56.419521,0.512383,0.752667,0.654116,303.118222,1500.0,34.20184,100.0,10.0,38.325205,52.556164,4.456503,112.954251,0.213299,0.357006,0
60.780781,419.331796,604.28206,7.755868,756.264434,155.725026,0.651795,0.720585,0.651187,19.846009,41.280784,22.437338,100.0,31.122723,53.601727,18.210031,0.0,170.033771,0.406748,0.283311,0
143.356938,242.297973,369.450837,23.832202,1562.368483,309.272997,0.277136,0.491415,0.49716,112.768235,299.71439,32.742526,100.0,20.996123,43.544455,33.659202,4.488374,92.669383,0.139467,1.300615,0
108.895719,298.636244,603.541019,48.695137,1130.371005,33.991038,0.528562,0.567415,0.45693,352.11029,621.529387,20.7076,100.0,13.128185,62.568366,24.861319,5.790801,153.622859,0.265904,0.705948,0
294.163476,351.97579,655.346866,39.248981,1908.904686,240.174244,0.624637,0.663616,0.651831,48.45407,143.913633,19.291051,100.0,22.776496,57.259317,22.211739,11.253016,183.816493,0.204187,1.899758,1
43.991641,224.932215,227.338437,46.296122,988.615073,220.542747,0.38424,0.061129,0.075115,169.393988,332.757143,26.236927,100.0,34.732787,27.226907,39.536316,5.93816,116.491492,0.330222,0.570542,0
224.300074,309.650276,524.667324,48.649946,2123.901377,312.310709,0.452291,0.606834,0.618707,61.85161,486.773896,19.586526,100.0,36.310708,42.824825,15.879888,3.947828,119.707322,0.208911,0.352099,1
64.809608,543.438162,788.513391,16.657504,988.760613,62.184554,0.834482,0.790839,0.787716,185.88217,188.786756,12.622053,100.0,29.320702,47.117116,23.362839,1.80742,190.192575,0.396399,0.574193,0
27.147971,169.16901,323.958938,55.808082,911.240148,287.923502,0.387335,0.425725,0.39486,135.786307,112.079776,22.863162,100.0,44.427465,68.458356,5.0,5.014911,82.309879,0.2109,1.16528,1
87.22202,418.690356,621.297021,29.089428,260.304956,162.043631,0.663596,0.526737,0.602249,48.10594,17.092804,38.525645,100.0,39.353635,41.735062,19.822624,4.737918,178.029,0.27541,0.134239,0
106.827328,231.026874,394.678888,40.145751,1455.28137,154.311808,0.413882,0.412581,0.32589,233.007688,243.708651,12.867034,100.0,18.577084,47.43481,36.511682,11.15673,97.510891,0.259107,0.645441,0
170.706732,279.920529,519.491205,5.126982,648.937436,130.242366,0.481905,0.809697,0.709881,303.385916,146.473844,29.219436,100.0,25.395229,30.608874,45.297129,8.956247,113.287787,0.218829,1.949294,0
43.82902,165.718638,295.295859,59.635267,576.47618,138.806693,0.253625,0.795651,0.601924,462.880785,23.840888,22.498645,100.0,10.0,46.825907,44.138216,17.874213,67.222271,0.216963,0.393592,0
87.200119,474.341172,607.575464,20.449301,1540.615282,187.185466,0.677599,0.631561,0.772815,62.369857,241.827879,19.801647,100.0,46.830145,20.956472,33.094768,0.829213,174.045216,0.447795,0.321334,0
70.483598,142.94393,307.07354,8.413471,1479.111334,38.447936,0.35334,0.723456,0.724646,220.570124,893.624721,18.955669,100.0,26.647436,27.61608,47.468427,7.526244,77.200066,0.247212,0.129048,0
51.643081,517.335264,760.850715,30.204412,1466.025684,153.023713,0.638999,0.469611,0.537636,523.585298,10.948281,24.602205,100.0,55.912975,58.393868,5.0,6.264514,189.582881,0.26168,0.885247,0
208.51686,419.833822,683.55079,12.096653,718.904433,234.713237,0.703346,0.431013,0.382997,40.240387,493.163662,22.327979,100.0,26.9624,51.877675,19.213907,6.287696,147.817591,0.314994,0.00368,0
107.984142,482.070292,912.703769,13.377969,874.512067,179.349247,0.99,0.921697,0.827672,10.740155,687.944582,27.646577,100.0,29.735306,59.887654,10.737985,6.542546,200.0,0.34266,2.573467,0
5.289702,45.212861,118.680668,39.775555,870.072801,59.698609,0.180731,0.628249,0.628756,8.370312,404.251092,37.280222,93.679611,38.231438,74.314474,5.0,9.138559,38.55377,0.1,0.048136,0
88.314187,274.917434,304.941284,26.611007,1291.25909,130.698613,0.524611,0.221273,0.249356,68.197889,70.561658,25.40718,100.0,51.491171,53.218928,5.0,4.416044,106.649524,0.197911,0.361607,0
13.434322,280.06481,583.660364,55.701885,1676.782334,159.466203,0.337583,0.676747,0.718703,28.761782,270.357376,20.356523,100.0,53.239793,42.094943,6.800979,9.855888,104.220589,0.201042,0.144941,0
81.60332,353.191955,545.56552,22.553607,1084.073278,240.794933,0.536684,0.403131,0.421728,177.027394,132.299398,26.354001,100.0,31.98731,29.221467,37.881082,6.321526,145.199243,0.284655,0.113187,0
16.304586,202.755936,239.104197,44.939907,1887.445543,324.275876,0.398717,0.515715,0.488702,213.002031,179.868911,20.16068,100.0,31.019625,29.525452,39.748881,5.371536,103.564913,0.23543,0.019473,0
108.360968,188.47294,350.633898,30.360469,1348.597209,198.135185,0.399594,0.489389,0.462889,229.755509,367.950578,21.248947,100.0,25.392173,38.421874,35.951082,15.800588,102.21962,0.244105,0.045419,0
13.191963,89.076448,449.382685,41.297322,782.600303,243.492526,0.417712,0.794566,0.677817,92.936767,315.793831,19.917377,100.0,52.453018,37.218279,6.556435,1.128775,98.100107,0.233982,0.665478,0
28.693988,100.777369,230.291366,37.983245,1314.355703,27.788265,0.293105,0.666323,0.681956,60.528776,25.851205,29.725842,100.0,39.351108,52.029417,9.523305,7.680941,73.243845,0.222741,0.144139,0
127.112068,263.037427,476.690975,31.003119,1752.970139,343.608131,0.603698,0.350638,0.280216,353.791415,213.364048,29.251108,100.0,25.132003,24.039105,50.300075,11.304539,124.66923,0.300411,0.897289,0
69.501998,189.81387,299.290471,57.25336,1899.144492,113.475129,0.568741,0.50108,0.574492,480.62832,254.636879,22.965532,100.0,42.321748,29.126206,31.181114,9.08625,108.228756,0.241219,1.613494,0
18.048936,100.950953,181.730438,23.84925,1493.445672,127.54503,0.361021,0.509735,0.613154,402.272863,9.923154,15.246397,100.0,39.321649,43.867055,12.278593,2.520921,90.001887,0.249016,0.653851,0
199.410696,293.330721,619.532882,14.747953,912.837227,80.223401,0.57613,0.696372,0.617744,101.432668,68.775453,18.6697,100.0,24.385494,14.481109,59.687324,8.515644,143.457675,0.225808,0.068235,0
49.016102,159.370387,278.294438,42.295173,791.653373,30.481226,0.313263,0.55334,0.521905,33.38712,107.06297,23.748303,100.0,26.19475,61.544635,6.704504,0.245776,95.846889,0.143004,0.001995,0
56.367115,69.176367,219.465085,51.530416,1188.034752,284.416844,0.264002,0.543837,0.587051,26.978596,26.518646,31.046932,100.0,19.06646,51.914033,30.194779,3.047481,56.529554,0.275274,1.986982,0
60.761,147.000511,336.41166,7.213956,1736.987248,86.576429,0.299225,0.409857,0.484395,217.510646,109.567295,5.853361,100.0,44.592787,41.377875,16.466321,6.96552,95.975575,0.133243,1.014137,0
115.106595,183.046277,291.004582,29.729798,1116.884561,101.767585,0.331847,0.782697,0.821565,119.239045,494.833049,25.480152,100.0,25.970163,21.722352,53.450826,4.229421,116.184705,0.239193,3.437045,1
52.361319,90.52431,830.804431,54.086823,1127.265936,65.44666,0.778803,0.36573,0.349086,20.119642,121.588741,28.068346,100.0,18.58915,35.841313,51.46967,2.261136,145.10054,0.381155,0.410799,0
62.783913,103.301653,403.05699,46.229024,925.698927,350.958701,0.322543,0.508992,0.497149,388.520588,486.205478,28.213981,100.0,48.142279,49.488567,5.0,7.836624,56.204503,0.136157,1.531571,0
159.03359,244.085659,304.966895,59.549424,736.054469,281.172527,0.443035,0.346747,0.463129,329.01286,32.018166,28.311377,100.0,35.461942,28.00504,33.899667,7.708514,93.504271,0.370462,1.492419,1
145.118507,285.501922,629.473608,34.22776,818.932747,334.763874,0.677145,0.136332,0.238568,40.798982,704.677431,30.375681,100.0,10.0,11.788769,60.0,9.538518,141.558073,0.303609,1.67556,0
59.623629,206.314845,424.250369,41.299765,967.712993,310.220412,0.396518,0.556531,0.546097,246.548169,169.67374,22.66422,100.0,39.720577,45.536406,20.918344,13.43831,69.902174,0.199148,0.586637,0
61.363808,222.872995,458.105906,21.636415,1759.049998,326.266848,0.50417,0.376629,0.33029,315.688767,17.284417,28.519259,100.0,10.479246,43.098607,48.472225,4.093752,119.491891,0.238987,0.984139,0
2.664596,149.50868,315.646741,57.114458,780.143111,172.452259,0.271845,0.113453,0.176958,103.911986,71.642333,12.921589,100.0,22.895768,30.280459,44.614231,3.860711,81.703962,0.198326,0.700612,0
